s,x,y,kappa
6.785714285714285546e-03,6.776016245018876005e-03,3.121887489004619080e-04,1.486717866699763491e+01
6.964285714285714524e-03,6.953772668126996861e-03,3.292295498038114751e-04,1.492110452577852442e+01
7.142857142857142634e-03,7.131483165440287431e-03,3.467428038831884044e-04,1.497520697953742186e+01
7.321428571428571612e-03,7.309146085147970144e-03,3.647322986666256552e-04,1.502948595226514250e+01
7.499999999999999722e-03,7.486760057223157926e-03,3.831987938386942284e-04,1.508394020185766493e+01
7.678571428571428700e-03,7.664323801054869802e-03,4.021421682748642845e-04,1.513856814165526643e+01
7.857142857142857678e-03,7.841835512081800699e-03,4.215670734272421215e-04,1.519336987778281234e+01
8.035714285714284921e-03,8.019293924013917718e-03,4.414730045801883943e-04,1.524834361232450242e+01
8.214285714285713899e-03,8.196697599296550937e-03,4.618609964343888571e-04,1.530348807666907973e+01
8.392857142857142877e-03,8.374044658473659905e-03,4.827357335013734963e-04,1.535880324011471743e+01
8.571428571428571855e-03,8.551334059007570376e-03,5.040946275627257054e-04,1.541428648953043457e+01
8.750000000000000833e-03,8.728563741291413616e-03,5.259435052299310954e-04,1.546993809315918789e+01
8.928571428571428076e-03,8.905732593691794916e-03,5.482802737157604000e-04,1.552575555509808325e+01
9.107142857142857054e-03,9.082838684973386367e-03,5.711093278918453857e-04,1.558173854964283755e+01
9.285714285714286031e-03,9.259880706070236847e-03,5.944300475737805938e-04,1.563788502082320875e+01
9.464285714285715009e-03,9.436856778838351861e-03,6.182460632450394438e-04,1.569419428416148321e+01
9.642857142857142252e-03,9.613765580397178045e-03,6.425567380009954577e-04,1.575066421355519175e+01
9.821428571428571230e-03,9.790605090273357333e-03,6.673664223590780164e-04,1.580729425449595027e+01
1.000000000000000021e-02,9.967374179646605950e-03,6.926729811171160149e-04,1.586408173731028981e+01
1.017857142857142919e-02,1.014407046608269830e-02,7.184829612794319193e-04,1.592102668883484284e+01
