s,x,y,kappa
4.173622704507512493e-01,1.685973102718530126e-01,3.145970048518464957e-01,3.004317379819966938e+00
4.190317195325542476e-01,1.680502750696281078e-01,3.161742831683413413e-01,2.995955008981347589e+00
4.207011686143573015e-01,1.674953578230153617e-01,3.177488057250008047e-01,2.987639700674929788e+00
4.223706176961602998e-01,1.669325942325186607e-01,3.193205409459798916e-01,2.979371150975019145e+00
4.240400667779632982e-01,1.663620199552507672e-01,3.208894576070134286e-01,2.971149057036550634e+00
4.257095158597662965e-01,1.657836706034037100e-01,3.224555248321628320e-01,2.962973117127706502e+00
4.273789649415692948e-01,1.651975817427285553e-01,3.240187120905962948e-01,2.954843030661065129e+00
4.290484140233722932e-01,1.646037888910276414e-01,3.255789891934003366e-01,2.946758498223335465e+00
4.307178631051752915e-01,1.640023275166619943e-01,3.271363262904245506e-01,2.938719221603729448e+00
4.323873121869782898e-01,1.633932330370757857e-01,3.286906938671578238e-01,2.930724903820990157e+00
4.340567612687812882e-01,1.627765408173399153e-01,3.302420627416365329e-01,2.922775249149142773e+00
4.357262103505843420e-01,1.621522861687159089e-01,3.317904040613858241e-01,2.914869963141982545e+00
4.373956594323873404e-01,1.615205043472422719e-01,3.333356893003913690e-01,2.907008752656363715e+00
4.390651085141903387e-01,1.608812305525544606e-01,3.348778902560454185e-01,2.899191325874508784e+00
4.407345575959933370e-01,1.602344999298365158e-01,3.364169790452412045e-01,2.891417392328190505e+00
4.424040066777963354e-01,1.595803475637839752e-01,3.379529281027088827e-01,2.883686662914108467e+00
4.440734557595993337e-01,1.589188084775321474e-01,3.394857101780677233e-01,2.875998849912905886e+00
4.457429048414023320e-01,1.582499176323781398e-01,3.410152983326775744e-01,2.868353667007911501e+00
4.474123539232053304e-01,1.575737099302100819e-01,3.425416659356911309e-01,2.860750829305515719e+00
4.490818030050083842e-01,1.568902202127977208e-01,3.440647866609988781e-01,2.853190053351537969e+00
4.507512520868113826e-01,1.561994832505991526e-01,3.455846344874371479e-01,2.845671057136328397e+00
4.524207011686143809e-01,1.555015337496785943e-01,3.471011836936326866e-01,2.838193560116611724e+00
4.540901502504173792e-01,1.547964063583988081e-01,3.486144088527330931e-01,2.830757283236355004e+00
4.557595993322203776e-01,1.540841356472333890e-01,3.501242848356312387e-01,2.823361948920222186e+00
4.574290484140233759e-01,1.533647561224433797e-01,3.516307868036790962e-01,2.816007281099523585e+00
4.590984974958263742e-01,1.526383022263520517e-01,3.531338902054686479e-01,2.808693005224232042e+00
4.607679465776293726e-01,1.519048083198551169e-01,3.546335707796006709e-01,2.801418848256488126e+00
4.624373956594324264e-01,1.511643087073740732e-01,3.561298045434629911e-01,2.794184538705509535e+00
4.641068447412354248e-01,1.504168376069510149e-01,3.576225678002972197e-01,2.786989806607215847e+00
4.657762938230384231e-01,1.496624291782023830e-01,3.591118371268284259e-01,2.779834383560716660e+00
4.674457429048414214e-01,1.489011174941026749e-01,3.605975893800793530e-01,2.772718002708111307e+00
4.691151919866444198e-01,1.481329365670862597e-01,3.620798016854256396e-01,2.765640398767849728e+00
4.707846410684474181e-01,1.473579203210295951e-01,3.635584514436845383e-01,2.758601308013302944e+00
4.724540901502504164e-01,1.465761026183445004e-01,3.650335163186118614e-01,2.751600468305920089e+00
4.741235392320534148e-01,1.457875172326695556e-01,3.665049742440499858e-01,2.744637619073183821e+00
4.757929883138564686e-01,1.449921978693673175e-01,3.679728034136902082e-01,2.737712501333997128e+00
4.774624373956594670e-01,1.441901781557394790e-01,3.694369822819266180e-01,2.730824857693070928e+00
4.791318864774624653e-01,1.433814916339848922e-01,3.708974895639374214e-01,2.723974432337470830e+00
4.808013355592654636e-01,1.425661717766135983e-01,3.723543042270986425e-01,2.717160971055299079e+00
4.824707846410684620e-01,1.417442519739474938e-01,3.738074054931446732e-01,2.710384221225704326e+00
